kpi_tags,kpi_name,kpi_id,kpi_category
"revenue,  apparel, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Apparel,1317,Revenue by Type
"revenue,  apparel,  revenue, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Apparel Revenue,1318,Revenue by Type
"revenue,  camping, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Camping,1319,Revenue by Type
"revenue,  camping,  revenue, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Camping Revenue,1320,Revenue by Type
"revenue,  fishing, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Fishing,1321,Revenue by Type
"revenue,  fishing,  revenue, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Fishing Revenue,1322,Revenue by Type
"revenue,  footwear, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Footwear,1323,Revenue by Type
"revenue,  footwear,  revenue, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Footwear Revenue,1324,Revenue by Type
"revenue,  hunting,  shooting, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Hunting and Shooting,1325,Revenue by Type
"revenue,  hunting,  shooting,  revenue, spwh, sportsman's warehouse holdings , specialty stores and retailers",Revenue by Type - Hunting and Shooting Revenue,1326,Revenue by Type
"revenue,  optics,  electronics,  accessories,  other, spwh, sportsman's warehouse holdings , specialty stores and retailers","Revenue by Type - Optics, Electronics, Accessories, and Other",1327,Revenue by Type
"revenue,  optics,  electronics,  accessories,  other,  revenue, spwh, sportsman's warehouse holdings , specialty stores and retailers","Revenue by Type - Optics, Electronics, Accessories, and Other Revenue",1328,Revenue by Type
"net sales,  elfathirdparty, tcs, the container store group, specialty stores and retailers",Net Sales - Elfa third-party,1329,Net Sales
"net sales,  tcs, tcs, the container store group, specialty stores and retailers",Net Sales - TCS,1330,Net Sales
"inventorystore,  inventoryper,  store, tsco, tractor supply company, specialty stores and retailers",Average inventory per store,1331,Average inventory per store
"transactionvalue, tsco, tractor supply company, specialty stores and retailers",Average transaction value,1332,Average transaction value
"inventory,  turns,  inventoryturns, tsco, tractor supply company, specialty stores and retailers",Inventory turns,1333,Inventory turns
"newpetsense,  stores,  newpetsense,  stores, tsco, tractor supply company, specialty stores and retailers",New Petsense stores,1334,New Petsense stores
"stores,  newtractorsupply,  stores, tsco, tractor supply company, specialty stores and retailers",New Tractor Supply stores,1335,New Tractor Supply stores
"stores,  petsense, tsco, tractor supply company, specialty stores and retailers",No. Of Stores - Petsense,1336,No. Of Stores
"stores,  tractorsupply, tsco, tractor supply company, specialty stores and retailers",No. Of Stores - Tractor Supply,1337,No. Of Stores
"revenue,  product,  agriculture, tsco, tractor supply company, specialty stores and retailers",Revenue by Product - Agriculture,1338,Revenue by Product
"revenue,  product,  clothing,  footwear, tsco, tractor supply company, specialty stores and retailers",Revenue by Product - Clothing and Footwear,1339,Revenue by Product
"revenue,  product,  hardware,  tools,  truck, tsco, tractor supply company, specialty stores and retailers","Revenue by Product - Hardware, Tools and Truck",1340,Revenue by Product
"revenue,  product,  livestock,  pet, tsco, tractor supply company, specialty stores and retailers",Revenue by Product - Livestock and Pet,1341,Revenue by Product
"revenue,  product,  seasonal,  gift,  toyproducts, tsco, tractor supply company, specialty stores and retailers","Revenue by Product - Seasonal, Gift and Toy Products",1342,Revenue by Product
"total grosssquarefeetatthe,  endthequater, ulta, ulta beauty, specialty stores and retailers",Gross square feet - total gross square feet at the end of the quater,1343,Gross square feet
"net sales,  ecommerce,  net sales, ulta, ulta beauty, specialty stores and retailers",Net Sales - E-commerce Percentage of net sales,1344,Net Sales
"net sales,  net salespercentage, ulta, ulta beauty, specialty stores and retailers",Net Sales - Net sales percentage,1345,Net Sales
"net sales,  salonsales,  net sales, ulta, ulta beauty, specialty stores and retailers",Net Sales - Salon sales Percentage of net sales,1346,Net Sales
"net sales,  cosmetics,  net sales, ulta, ulta beauty, specialty stores and retailers",Net Sales by primary category - Cosmetics Percentage of net sales,1347,Net Sales by primary category
"net sales,  haircareproducts,  stylingtools,  net sales, ulta, ulta beauty, specialty stores and retailers",Net Sales by primary category - Haircare Products & Styling Tools Percentage of net sales,1348,Net Sales by primary category
"net sales,  other,  net sales, ulta, ulta beauty, specialty stores and retailers",Net Sales by primary category - Other Percentage of net sales,1349,Net Sales by primary category
"net sales,  salonservices,  net sales, ulta, ulta beauty, specialty stores and retailers",Net Sales by primary category - Salon Services Percentage of net sales,1350,Net Sales by primary category
"net sales,  skare,  bath,  fragrance,  net sales, ulta, ulta beauty, specialty stores and retailers","Net Sales by primary category - Skincare, Bath & Fragrance Percentage of net sales",1351,Net Sales by primary category
"net sales,  bath,  fragrance, ulta, ulta beauty, specialty stores and retailers","Percentage of net sales by primary category - Bath, and fragrance",1352,Percentage of net sales by primary category
"net sales,  cosmetics, ulta, ulta beauty, specialty stores and retailers",Percentage of net sales by primary category - Cosmetics,1353,Percentage of net sales by primary category
"net sales,  haircareproducts,  stylingtools, ulta, ulta beauty, specialty stores and retailers",Percentage of net sales by primary category - Haircare products and styling tools,1354,Percentage of net sales by primary category
"net sales,  other(nailproducts,  accessories,  other), ulta, ulta beauty, specialty stores and retailers","Percentage of net sales by primary category - Other (nail products, accessories, and other)",1355,Percentage of net sales by primary category
"net sales,  services, ulta, ulta beauty, specialty stores and retailers",Percentage of net sales by primary category - Services,1356,Percentage of net sales by primary category
"net sales,  skare, ulta, ulta beauty, specialty stores and retailers",Percentage of net sales by primary category - Skincare,1357,Percentage of net sales by primary category
"net sales,  skare,  bath,  fragrance, ulta, ulta beauty, specialty stores and retailers","Percentage of net sales by primary category - Skincare, bath, and fragrance",1358,Percentage of net sales by primary category
"remodel,  relocationprojects, ulta, ulta beauty, specialty stores and retailers",Remodel and relocation projects,1359,Remodel and relocation projects
"revenue,  ecommerce, ulta, ulta beauty, specialty stores and retailers",Revenue by Distribution Channel - E-commerce,1360,Revenue by Distribution Channel
"revenue,  other, ulta, ulta beauty, specialty stores and retailers",Revenue by Distribution Channel - Other,1361,Revenue by Distribution Channel
"revenue,  retail,  stores, ulta, ulta beauty, specialty stores and retailers",Revenue by Distribution Channel - Retail stores,1362,Revenue by Distribution Channel
"revenue,  salonservices, ulta, ulta beauty, specialty stores and retailers",Revenue by Distribution Channel - Salon services,1363,Revenue by Distribution Channel
"segment,  revenue,  ecommerce, ulta, ulta beauty, specialty stores and retailers",Segment Revenue - E-commerce ,1364,Segment Revenue
"segment,  revenue,  ecommerce,  net sales, ulta, ulta beauty, specialty stores and retailers",Segment Revenue - E-commerce Percentage of net sales,1365,Segment Revenue
"segment,  revenue,  retail,  stores,  salon,  net sales, ulta, ulta beauty, specialty stores and retailers",Segment Revenue - Retail stores and salon Percentage of net sales,1366,Segment Revenue
"segment,  revenue,  retail,  stores,  salon,  net sales, ulta, ulta beauty, specialty stores and retailers",Segment Revenue - Retail stores and salon Percentage of net sales,1366,Segment Revenue
"segment,  revenue,  salon, ulta, ulta beauty, specialty stores and retailers",Segment Revenue - Salon ,1367,Segment Revenue
"storeexpansion,  stores,  duringthequarter, ulta, ulta beauty, specialty stores and retailers",Store Expansion - Number of stores closed during the quarter,1368,Store Expansion
"storeexpansion,  stores,  duringthequarter, ulta, ulta beauty, specialty stores and retailers",Store Expansion - Number of stores opened during the quarter,1369,Store Expansion
"storeexpansion,  total,  stores,  openat,  beginningthequarter, ulta, ulta beauty, specialty stores and retailers",Store Expansion - Total stores open at beginning of the quarter,1370,Store Expansion
"stores,  new store,  net, ulta, ulta beauty, specialty stores and retailers","Stores - New stores, net",1371,Stores
"total,  revenue,  net sales,  revenue, ulta, ulta beauty, specialty stores and retailers",Total Revenue - Net sales revenue,1372,Total Revenue
"comparablesales, woof, petco health and wellness co , specialty stores and retailers",comparable sales ,1373,Comparable sales 
"members,  grooming,  nutritionperk,  members, woof, petco health and wellness co , specialty stores and retailers",Grooming & Nutrition Perk Members,1374,Grooming & Nutrition Perk Members
"netnewcustomers, woof, petco health and wellness co , specialty stores and retailers",Net New Customers,1375,Net New Customers
"revenue,  product,  consumables, woof, petco health and wellness co , specialty stores and retailers",Revenue by Product - Consumables,1376,Revenue by Product
"revenue,  product,  doogfood,  catfood, woof, petco health and wellness co , specialty stores and retailers",Revenue by Product  - Dog and cat food,1377,Revenue by Product 
"revenue,  product,  services,  other, woof, petco health and wellness co , specialty stores and retailers",Revenue by Product  - Services and other,1378,Revenue by Product 
"revenue,  product,  supplies,  companionanimals, woof, petco health and wellness co , specialty stores and retailers",Revenue by Product  - Supplies and companion animals,1379,Revenue by Product 
